Policy_Index,Actual_Premium,Optimal_Premium,Base_Risk_Premium,Actual_Claims,Predicted_Claims,Claim_Probability,Premium_Change_Percent,Original_Loss_Ratio,Optimized_Loss_Ratio
928005,21.929824561403,1459.5716949945702,1122.747457688131,1361.40350877193,1368.8387,0.8202189349863938,6555.646929175394,62.080000000001455,0.9327417854434309
16295,74.561403508771,3360.890801541036,2585.3006165700276,3070.17543859649,3202.9458,0.8071633981253857,4407.547663243328,41.176470588235794,0.913500503256087
378534,488.456140350877,100000.0,189952.74007246725,208218.24561403444,218223.88,0.8704489372323132,20372.667193448753,426.2782846059898,2.0821824561403446
688561,303.388859649123,24236.831783939655,18643.716756876656,21132.514736842106,21908.092,0.8509968339431563,7888.701962217786,69.65488041084436,0.8719173745656559
582698,15.78947368421,869.1715280199943,668.5934830923032,771.929824561404,820.7512,0.814611621923059,5404.753010793481,48.88888888889055,0.888121388789494
14782,0.0,1108.257006610583,852.5053897004484,850.0,1953.6577,0.4363637413161856,inf,0.0,0.7669701115624629
128873,242.711140350877,26480.3266271646,20369.482020895844,24692.7205263158,24445.65,0.8332558837832199,10810.22298724448,101.73707103274535,0.9324930494242847
702867,809.03701754386,1680.2418466594515,1292.493728199578,850.0,1467.0067,0.88104145399064,107.68417392821723,1.0506317777405276,0.5058795563804789
631274,21.929824561403,1574.7550340272464,1211.350026174805,1447.36842105263,1476.8618,0.8202189349863938,7080.882955164411,66.00000000000146,0.9191070292064154
69696,635.094035087719,100000.0,115632.13613364511,127797.63157894777,130868.02,0.8835782271050248,15645.699766521664,201.22631377146598,1.2779763157894777
528514,21.929824561403,3260.6918460600973,2508.2244969693056,3200.0,3057.994,0.8202189349863938,14768.75481803439,145.9200000000034,0.981386819446483
80628,21.929824561403,1359.511452961289,1045.778040739453,1300.0,1274.9987,0.8202189349863938,6099.372225503622,59.28000000000138,0.9562258539038703
905229,1007.88561403509,28073.954598279473,21595.34969098421,23157.4649122807,24317.48,0.888058683494618,2685.4306289664,22.976282814048044,0.8248736326481028
256620,74.561403508771,6399.277378510484,4922.52106039268,6140.35087719298,6098.5435,0.8071633981253857,8482.560248825934,82.35294117647159,0.9595381656392941
131412,74.561403508771,6399.277378510484,4922.52106039268,6140.35087719298,6098.5435,0.8071633981253857,8482.560248825934,82.35294117647159,0.9595381656392941
749431,15.78947368421,2861.2483642117027,2200.960280162848,2700.0,2701.8523,0.814611621923059,18021.239640008054,171.0000000000057,0.943644051936006
289576,21.929824561403,1422.0117152848488,1093.8551656037298,1317.9298245614,1333.6136,0.8202189349863938,6384.3734216990615,60.097600000001236,0.9268065870311063
240738,622.95850877193,50168.73924279124,38591.33787907018,44269.38596491228,43646.27,0.8841841076804837,7953.303476292737,71.0631371777597,0.882409776149066
164027,541.914649122807,67796.98646159814,52151.52804738318,60111.40350877194,59350.168,0.8787090219330602,12410.639188540223,110.92411619813895,0.8866382806383364
202154,477.601508205999,100000.0,158000.77628368195,167518.2719298246,179942.12,0.8780644125642171,20837.95733091949,350.7490429816035,1.675182719298246
874559,74.561403508771,6399.277378510484,4922.52106039268,6140.35087719298,6098.5435,0.8071633981253857,8482.560248825934,82.35294117647159,0.9595381656392941
647556,21.929824561403,1627.0195107213005,1251.5534697856158,1688.93859649123,1525.8773,0.8202189349863938,7319.208968889304,77.01560000000188,1.038056756764078
260428,588.349736842105,67875.55911306557,52211.96854851198,59440.0,59173.74,0.8823503477226828,11436.600573220156,101.0283446696805,0.8757202264954635
155360,674.871754385965,15418.031321419352,11860.024093399501,13355.0,13415.889,0.8840282133723122,2184.5868450143557,19.788944956143713,0.8661935964189341
609187,21.929824561403,1029.572355103534,791.978734695026,1096.49122807018,1075.489,0.7363894234410597,4594.849939272224,50.000000000001364,1.0649967655356447
477239,789.895087719298,100000.0,85547.78404844459,98033.77192982461,97387.88,0.8784232861201936,12559.909088526529,124.10986402369234,0.9803377192982461
643126,770.118684210526,40645.86208930556,31266.04776100428,34829.9736842105,35214.25,0.887880552929688,5177.869881961502,45.22676101530487,0.8569131491831417
328950,207.991058290889,1902.3308604992126,1463.3314311532404,2443.41228070175,2197.7554,0.6658299874498721,814.6214631201499,11.747679447279314,1.2844307640893478
377362,798.283596491228,100000.0,136290.4375052696,156406.228070175,153919.77,0.8854641699320063,12426.876468405406,195.92814979243244,1.5640622807017501
377842,15.78947368421,515.420656227989,396.4774278676838,389.956140350877,486.7073,0.814611621923059,3164.3308227773723,24.697222222223033,0.7565784095746164
123993,557.336578947368,67026.00775969835,51558.467507460264,59114.89473684208,58452.242,0.8820614159175234,11926.127530744387,106.06677718604323,0.8819695027754123
634758,657.342543859649,68534.67243784794,52718.97879834457,60549.4736842105,59649.69,0.883809749145169,10326.021117610937,92.11251310266414,0.8834867305905784
876894,777.310087719298,52419.132615050854,40322.40970388527,43859.649122807,46684.152,0.8637280036055651,6643.65783272588,56.424906630885744,0.8367106996008131
131659,21.929824561403,2926.3530463430916,2251.040804879301,2950.0,2744.439,0.8202189349863938,13244.169891324807,134.52000000000314,1.008080690635212
500219,552.577543859649,31865.586374302562,24511.989518694278,27497.6754385965,27932.855,0.877532536769009,5666.717581704009,49.762564085631254,0.8629270183702477
633607,643.723771929825,10615.997600873281,8166.152000671754,8798.17543859649,9226.27,0.8850979231652013,1549.1541968455647,13.66762549753346,0.8287657711860019
725567,729.751403508772,31022.190325550266,23863.223327346357,27392.05,26968.361,0.8848599674634167,4151.062783351997,37.53613883891726,0.8829824623130998
299422,519.132105263158,19049.374674327602,14653.365134098154,17239.3947368421,16627.268,0.8812852181062066,3569.4657258138777,33.20810745870383,0.9049848108702082
397510,15.78947368421,789.002935306151,606.9253348508854,657.894736842105,745.0487,0.814611621923059,4897.018590272457,41.666666666668036,0.8338305314248633
460237,217.535614035088,11573.690941027486,8902.839185405757,41666.6666666667,37920.98,0.23477344402374903,5220.366043217491,191.53951803011878,3.6001191736477827
943250,358.448333333333,49683.24853610678,38217.88348931291,43859.649122807,43864.746,0.8712664928603864,13760.644314924093,122.35975186421207,0.8827854541542802
301685,74.561403508771,6399.277378510484,4922.52106039268,6140.35087719298,6098.5435,0.8071633981253857,8482.560248825934,82.35294117647159,0.9595381656392941
686113,0.0,2407.0590060422146,1851.5838508017034,6140.35087719298,6121.9697,0.3024490374017861,inf,0.0,2.5509764662101895
750033,921.588333333334,21992.89891590945,16917.614550699574,18443.552631579,19089.516,0.886225448724531,2286.412470778829,20.012788752294302,0.8386139863643494
507637,703.943157894737,28793.481926028653,22148.83225079127,23399.6315789474,25138.848,0.8810599655821788,3990.313486694083,33.240796954299576,0.8126711329689746
771408,1008.15535087719,21006.480753142318,16158.831348571013,16020.7368421053,18195.68,0.888058683494618,1983.6551365684568,15.891139027497847,0.7626568691049684
460017,74.561403508771,4272.444330589004,3286.4956389146178,3947.36842105263,4071.661,0.8071633981253857,5630.101808084148,52.94117647058888,0.923913365656058
413982,74.561403508771,6399.277378510484,4922.52106039268,6140.35087719298,6098.5435,0.8071633981253857,8482.560248825934,82.35294117647159,0.9595381656392941
219653,633.246754385965,49989.115047872554,38453.165421440426,43859.649122807,43561.98,0.8827230765833869,7794.097316984289,69.2615458650649,0.8773839881102994
505327,21.929824561403,1359.511452961289,1045.778040739453,1300.0,1274.9987,0.8202189349863938,6099.372225503622,59.28000000000138,0.9562258539038703
608518,266.712543859649,45174.2495180413,34749.422706185615,42227.877192982494,42028.246,0.8268111552566831,16837.42966278075,158.3273009281629,0.9347776143158258
303632,21.929824561403,847.9767677638046,652.2898213567727,850.0,795.26306,0.8202189349863938,3766.7740610030387,38.7600000000009,1.002385952437743
747018,0.0,203.9635295287449,156.89502271441916,526.315789473684,597.0044,0.2628037986849467,inf,0.0,2.580440683144334
251277,519.132105263158,21635.25208885598,16642.501606812293,19415.2349122807,18884.354,0.8812852181062066,4067.58121285692,37.399410892606504,0.8973888925602682
689341,304.197929824561,19442.64040834588,14955.877237189137,17275.13157894734,18291.953,0.8176205752872079,6291.444024474119,56.78911618139665,0.8885177741358565
401356,74.561403508771,6399.277378510484,4922.52106039268,6140.35087719298,6098.5435,0.8071633981253857,8482.560248825934,82.35294117647159,0.9595381656392941
553468,15.78947368421,3023.0618343243336,2325.4321802494874,2968.705263157893,2854.6514,0.814611621923059,19046.05828405475,188.01800000000617,0.9820193650856667
139980,21.929824561403,2670.2304924753485,2054.023455750268,2500.0,2504.238,0.8202189349863938,12076.251045687872,114.00000000000266,0.936248764683403
526301,302.152807017544,27370.811983150943,21054.470756269955,24504.9210526316,24770.18,0.8499926533393242,8958.599274095674,81.10108687889424,0.8952939016831674
218188,468.320087719298,23958.01391039915,18429.241469537807,20898.771929824605,21084.232,0.8740769453109124,5015.734844318512,44.624974409278224,0.8723081974985138
77286,74.561403508771,6399.277378510484,4922.52106039268,6140.35087719298,6098.5435,0.8071633981253857,8482.560248825934,82.35294117647159,0.9595381656392941
365347,21.929824561403,1359.511452961289,1045.778040739453,1300.0,1274.9987,0.8202189349863938,6099.372225503622,59.28000000000138,0.9562258539038703
775001,695.874561403509,29315.682037102444,22550.524643924957,24285.6228070175,24642.795,0.9150960642011929,4112.782542010971,34.89942606615169,0.8284174584879583
